21532 68767
" تريكس
" تسنيدا
" تشيريوس
" تيلكوم
" تيلكون
" تَأْثِيرِ
" تَبادُلُ
" تَتَضَمَّنُ
" تَتَناوَلُ
" تَحَسَّنَت
" تَحْتَوِي
" تَخْفِيفُ
" تَرْتِيباتٍ
" تَرْغَبُ
" تَزامَنَ
" تَصْفِيَةِ
" تَظاهُرَةُ
" تَظاهُرَةِ
" تَعْبِئَة
" تَعْزِيزُ
" تَغْيِيرِ
" تَقْرِيرُ
" تَكُونُ
" تَلَقَّيتُ
" تَلَقَّينا
" تَمَثُّلُ
" تَمَّ
" تَناوَلَ
" تَنْظِيمٍ
" تُعْطِي
" تِشْرِين
" تِشْرِينَ
" ثَوْرِيَّة
" جاءَ
" جَرَى
" جَرِيدَةٍ
" جَرِيمَةٍ
" جَهْدٍ
" جَيِّدَةٌ
" جُرْعَة
" جُمْهُورِيَّةِ
" جُورْنال
" جِسْرٍ
" حاجاتُ
" حالَةٌ
" حانَ
" حَتَّى
" حَظْرِ
" حَماسِ
" حَوْلَ
" خَرِيطَةِ
" خَسارَةُ
" خَسِرَ
" خَطَر
" خَطِيراً
" خَلِيَّةِ
" خَمْسَةَ
" داز
" دجاينت
" دَعُوا
" دَعْمَ
" دَوْلَتَيْنِ
" دِياجِيُو
" ذاتُ
" ذاقَ
" ذَكَرَ
" رَجْعِيَّة
" رَغْمَ
" رَفَضَ
" رَمَضانَ
" رُوحِ
" رِسالَةً
" زاوِيَةُ
" زِلْزالٍ
" ستاتوكو
" سكُود
" سَأَلَ
" سَقَطَ
" سَقَطُوا
" سَقْفٍ
" سُوقَ
" سِي
" شَجاعَةِ
" شَرِكَةِ
" شَرِيطَ
" شَهِدَ
" شَهْوان
" شِرْيانَ
" شِهاب
" شِينُوِي
" صانِع
" صُنْدُوقِ
" صُورَةٍ
" صِدامٍ
" ضَرُورَةَ
" ضَرُورَةِ
" طَرِيقَةِ
" عام
" عزة
" عَدَمِ
" عَلامات
" عَلَى
" عَلَي
" عَمَلِيّاتِ
" عَمَلِيَّةَ
" عَمَلِيَّةُ
" عَمِيل
" عَن
" عَنِيفَةٍ
" عُنْوان
" عُنْوانٍ
" عِراقٍ
" عِيد
" غَيْرُ
" غَيْرِ
" ـ
" فاتف
" فايزر
" فبركة
" فضائحية
" فَ
" فَتْحِ
" فَحْصِ
" فُرْصَةً
" فِي
" قائِلاً
" قالَ
" قالَت
" قامَ
" قَدَّمنا
" قَرْيَةً
" قَصَفَت
" قَضايا
" قَلِيلَةٌ
" قَوّامَ
" قُبْرُص
" قُوّاتِ
" قِطْعَةَ
" قِمَّةِ
" كانَ
" كانَت
" كروكر
" كوكوا
" كَ
" كَبِيرَةٌ
" كُولُومْبو
" كِتاب
" لا
" لادِن
" ليزا
" لَدَي
" لَيْسَ
" لِ
" لِأَنَّ
" لٰكِنّ
" لٰكِنَّ
" مأزقي
" ما
" ميريتس
" مَجالُ
" مَجْلِساً
" مَرْجِعاً
" مَرْحَلَةٌ
" مَرْحَلَةٍ
" مَرْكَزُ
" مَسْأَلَةُ
" مَصْدَرَ
" مَطّاطٌ
" مَعارِيف
" مَعان
" مَلائِكَة
" مَنْصُور
" مَنْطِقٍ
" مَهْرَجاناتِ
" مُؤَشِّراً
" مُبارَك
" مُحاسَبَةِ
" مُخالِفُو
" مُرْدِخاي
" مُسْتَعِدَّةٌ
" مُسْتَعِدُّونَ
" مُطالِبٌ
" مُعَيَّنَةٍ
" مُفْلِس
" مُقَدَّسٌ
" مُلاحِظَةً
" مُمارَسَةِ
" مُنَظَّمَةِ
" مُهِمٍّ
" مُوَكَّدَةً
" مِلْح
" مِن
" مِيلْز
" نارُ
" نوسترا
" نَجاحٍ
" نَحْتاجُ
" نَشَّرَت
" نَشْرِ
" نَشْعُرُ
" نَظَّمَ
" نَظْمُ
" نَقُومُ
" نَقْدِيَّة
" نَلْتَقِي
" نُثَمِّنُ
" نُرِيدُ
" نُور
" نِظاماً
" نِظامٌ
" نِظامٍ
" نِظامِ
" هَآرِتس
" هَوامِش
" هُ
" هُناكَ
" وارِداتٌ
" وَ
" وَضْعِ
" وُعُودِ
" يوبليه
" يَبْدَأُ
" يَبْذُرُونَ
" يَتَقاسَمُ
" يَتَناوَل
" يَجُرّ
" يَجِبُ
" يَجْعَلُ
" يَسْتَلِمُ
" يَقُولُ
" يَقُومَ
" يَكُن
" يَكُونَ
" يَكُونُ
" يَنْتَمِي
" يُدْرِكُ
" يُشَكِّلُ
" يُعَدُّ
" يُفْرَضَ
" يُقِيمُونَ
" يُمْكِنُ
" يُنْتَجُ
" يُواصِلَ
" يُوَفِّرُ
% 10
% 15.4
% 15.7
% 150
% 17.4
% 2.7
% 2.97
% 20
% 27
% 28.5
% 3
% 35
% 40
% 5.5
% 5.6
% 50
% 6
% 68
% 7
% 74.7
% 8.2
% 80
% 83
% 85
% 9.9
% 95
% ،
% إِلَى
% ـ
( )
( -
( .
( 1.12
( 10
( 11
( 110
( 12
( 120
( 120.5
( 13
( 130
( 14
( 140
( 15
( 153
( 160
( 17
( 18
( 187
( 19
( 1924
( 1939
( 1967
( 1975
( 1986
( 1988
( 1996
( 2,41
( 2,6
( 20
( 200
( 21
( 215.30
( 22
( 227
( 24
( 25
( 250
( 26
( 27
( 3
( 3,6
( 3.66
( 30
( 31
( 33
( 3300
( 35
( 350
( 4
( 4,4
( 43
( 440
( 45
( 49
( 5,1
( 5,2
( 5.6
( 50
( 536.5
( 55
( 55120
( 57
( 585
( 6,1
( 600
( 61
( 66
( 66.66
( 68
( 7
( 7,1
( 7,29
( 70
( 739
( 770
( 785.3
( 8,126
( 800
( 870.4
( 9
( 9.475
( 90
( ،
( آب
( آبَ
( آذار
( آذارَ
( آي
( آيار
( أيه
( أَبْرِيلَ
( أَحْداثُ
( أَحْداثِ
( أَصْدِقاؤُ
( أَصْلِ
( أَعْضاء
( أَغُسْطُس
( أَغُسْطُسِ
( أَكْثَرِ
( أَلْتايْسك
( أَلْمانِيا
( أَمِيرْكا
( أَمْسِ
( أَنْدرِيُوتِي
( أَو
( أَوَّلِ
( أَي
( أَيّارِ
( أَيْ
( أَيْلُول
( أَيْلُولَ
( أُكْتُوبَر
( أُنْشِئَت
( أُو
( أُوبِك
( أُوزبَكِسْتان
( إِصْدارِ
( إِصْلاحِيٌّ
( إِقْرارِ
( إِلَى
( إِنَّ
( إِنْفاق
( إِيغاد
( ابيكورب
( الأَيْدز
( الأُمَمُ
( الأُوتُوستراد
( الاسيان
( الاِسْتِخْباراتِ
( الاِسْتِقْرارَ
( البسيج
( البَرْلَمانِ
( التَسْمِيَةُ
( التَمِيمِيّ
( الثَقافَةُ
( الجِهَةُ
( الحالِيِّ
( الحَيِّ
( الدِينُ
( الرَئِيسَ
( السائِقُ
( السارس
( الساعَةِ
( السَيِّدُ
( السُهَيْل
( السُورِيَّةُ
( السُورِيُّونَ
( الشَرِكَةَ
( الشَعْبِيِّ
( الصُومالُ
( الصِينِ
( العالَمِ
( العامِ
( العِراقِيُّونَ
( القانُونُ
( القَرارِ
( الكُونْكاكاف
( الكُوَيْتِيِّ
( الماضِي
( المَسِيح
( المُتَوَسِّطِ
( المُحافَظاتِ
( المُحامِينَ
( المُخابَراتِ
( المُقْبِلِ
( المُنَظَّمَةِ
( المُوَظَّفُونَ
( المِنْطَقَةُ
( النَوَوِيَّةِ
( النِيابَةُ
( الهَيْئَةِ
( الوِلاياتُ
( اليَوْمِ
( اليُونانِيَّةُ
( الَّذِي
( انفست
( اِتِّحادِ
( اِسْتَقْبَلَ
( اِسْتِقْبالَ
( اِنْتِخاباتِ
( بالِيرْمُو
( برِيزْبان
( بَدَأَت
( بَغْدادُ
( بَلَغَ
( بَلَغَت
( بَيْنَ
( بُوتاغاز
( بُودْغُورِيتشا
( بِ
( بِيتش
( تشركاسي
( تشيركاسي
( تك
( تَبْلُغُ
( تَتَجاوَزُ
( تَجاوَزَت
( تَجَمُّعٍ
( تَسْلِيمِ
( تَفَشِّي
( تَمُّوزَ
( تُعَدُّ
( تِشْرِين
( تِشْرِينَ
( ثالِثاً
( ثانِياً
( ثَلاثَةَ
( ثُورْمُونْت
( جَنُوبَ
( حَتَّى
( حَرَكَةِ
( حَزِيرانَ
( حَزِيرانِ
( حَماس
( حَماسٍ
( حَيِّ
( حُدُودِ
( حُزَيْران
( خَصَّصَت
( دائِرَةِ
( دونيتسك
( دَفْعِ
( دِيسَمْبِر
( ر
( راجَعَ
( رَئِيسَ
( رَئِيسُ
( رَفَح
( رُؤُوسِ
( زايست
( سارس
( ساركوزي
( ساكرامِنْتُو
( سانْتانْدِر
( سبِيلْبِرغ
( سَبْعَةِ
( سَنَةَ
( سِباقاتِ
( سِبْتَمْبَر
( سِبْتَمْبَرِ
( سِتَّ
( شَرِكاتٍ
( شَرِكَةُ
( شَرِكَةِ
( شَرْقِ
( شَمال
( شَمالَ
( شَمالُ
( شُباط
( شُباطَ
( شِراءِ
( ص
( صَباحَ
( صَحافَةٌ
( طَرِيقٍ
( عامَ
( عَبْرَ
( عَلَى
( عَن
( غَرْبِ
( فرانْكْفُورْت
( فشمار
( فِبْرايِر
( فِبْرايِرِ
( فِي
( فِيشْخابُور
( قادَةِ
( قالَ
( قُرْبَ
( قُوَّةِ
( قِيمَةِ
( كانَت
( كانُون
( كوكس
( كَأْسُ
( كَأْسِ
( لفيف
( لُبْنانِ
( لِ
( مارِس
( مارِسِ
( مايُو
( مَبْلَغَ
( مَبْلَغِ
( مَجْلِسِ
( مَدِينَةِ
( مَرَّتَيْنِ
( مَطْلَعَ
( مَعَ
( مَقَرَّ
( مَكْتَبَ
( مَناطِقَ
( مَنْعُ
( مَواقِعَ
( مُبادَرَةِ
( مُبايَعَة
( مُدِيرُ
( مُرَشَّحٍ
( مُشْكِلَة
( مُعارِضٌ
( مُقابِلَ
( مُنَظَّمَةِ
( مُنْتَصَفِ
( مُنْذُ
( مُواطِنِينَ
( مِلْيُونِ
( مِن
( نا
( نوفي
( نَحْوَ
( نَحْوِ
( نَظْمُ
( نَهْرِ
( نُوفِمْبِر
( نِصْفِ
( نِهايَةِ
( نِيسانَ
( نِيُويُورْك
( هَل
( هُ
( هُولَنْدا
( هِيلْتُون
( هٰؤُلاءِ
( ونوفوسيبيرسك
( وَ
( وَباء
( وَزِيرَ
( وَسَطٌ
( وَسَطَ
( وِكالَةُ
( وِكالَةِ
( يَأْخُذُونَ
( يَطْلُبُ
( يَنايِر
( يُدْعَى
( يُساعِدُ
( يُسَجَّلُ
( يُسَدِّدْ
( يُسْمِ
( يُشَيِّدُ
( يُولِيُو
( يُونِيُو
) -
) .
) 10
) 11
) 12
) 120
) 14
) 15
) 160
) 1924
) 1939
) 200
) 2000
) 22
) 2200
) 24
) 25
) 26
) 27
) 3
) 30
) 33
) 35
) 43
) 45
) 49
) 50
) 68
) ،
) أَلْتايْسك
) أَنْدرِيُوتِي
) أَو
) أَي
) أُكْتُوبَر
) أُو
) أُوزبَكِسْتان
) إِصْلاحِيٌّ
) إِنَّ
) ابيكورب
) الأَيْدز
) الاسيان
) الاِسْتِقْرارَ
) التَسْمِيَةُ
) الثَقافَةُ
) الجِهَةُ
) الدِينُ
) الرَئِيسَ
) السائِقُ
) السارس
) الساعَةِ
) السَيِّدُ
) السُورِيَّةُ
) الصِينِ
) العالَمِ
) القانُونُ
) المَسِيح
) النَوَوِيَّةِ
) النِيابَةُ
) اليُونانِيَّةُ
) انفست
) اِتِّحادِ
) اِسْتِقْبالَ
) بالِيرْمُو
) برِيزْبان
) بُوتاغاز
) بُودْغُورِيتشا
) بِ
) تشركاسي
) تشيركاسي
) تك
) تَسْلِيمِ
) ثالِثاً
) ثانِياً
) ثُورْمُونْت
) جَنُوبَ
) جُرْعَة
) حَتَّى
) دونيتسك
) دُولارٍ
) دِيسَمْبِر
) راجَعَ
) رَفَح
) ساكرامِنْتُو
) سانْتانْدِر
) سبِيلْبِرغ
) سِباقاتِ
) سِبْتَمْبَر
) سِتَّ
) شَمال
) شَمالَ
) شَمالُ
) ص
) صَحافَةٌ
) عَلَى
) عَن
) فشمار
) فِي
) قالَ
) كانُون
) كِتاب
) لفيف
) لُبْنانِ
) لِ
) مَعَ
) مُدِيرُ
) مُرَشَّحٍ
) مُشْكِلَة
) مُعارِضٌ
) مُقابِلَ
) مُنْذُ
) مُواطِنِينَ
) مِن
) نا
) نوفي
) نَظْمُ
) نَهْرِ
) هَل
) وَ
) وَسَطٌ
) يَنايِر
) يُدْعَى
) يُسْمِ
) يُونِيُو
+ شِهاب
, /
, 1883
, 1947
, 2002
, 2005
, أَضافَ
, أَمْرِيكِيٍّ
, أَنَّ
, أَنْجِلْتِرا
, أَيّامٍ
, إِنْجلِيزِيَّةٍ
, الأَسْوَدِ
, الأَمْنِ
, الأُمُورِ
, الإِسْكُتْلَنْدِيِّ
, الاِسْتِقْرارِ
, الجُثَّتَيْنِ
, الجُمْعَةِ
, الخَفْضُ
, السَلامِ
, العالَمِيَّةِ
, العَدْوَى
, العِراقَ
, العِراقِ
, الفِلَسْطِينِيَّةِ
, الفِلَسْطِينِيِّينَ
, القادِمِ
, القانُونِ
, الماضِي
, المَرَضِ
, المَنْشُودِ
, المُتَّحِدَةُ
, المُتَّحِدَةِ
, المُسَجَّلَةِ
, المُقْبِلَةِ
, المُقْبِلِ
, المِائَةِ
, النِصْفِيِّ
, الوُجُودِ
, بَيْنَما
, بِ
, تُطالِبُ
, ثانِي
, جُزْءٌ
, حَسْبَ
, حِزْبِ
, داعِياً
, دَرَجَةٍ
, ذٰلِكَ
, سابِقٌ
, سَنَوِيّاً
, سِبْتَمْبَر
, سِيادَةٍ
, شينخوا
, طالَبَ
, عاماً
, عامٍّ
, فِي
, قالَ
, كَنَدِيِّينَ
, كُونْغ
, مايُو
, مَقْعَد
, مَقْعَداً
, مُتَواصِلٍ
, مُساعِدُ
, مُعَدَّلَ
, مُلْقِيَةً
, مِن
, مِيلانُو
, نُسْخَةٍ
, ها
, هُ
, هِ
, وويلز
, وَ
, وَجَّهَ
, وَصَلَ
, يَتَوَجَّبُ
, يَزالُ
, يُوانٍ
- -
- 05
- 1
- 11
- 114
- 115
- 13
- 15
- 19
- 1980
- 1988
- 2
- 20
- 2002
- 2003
- 3
- 300
- 4
- 400
- 5
- 6
- 7
- 90
- «
- أَرْضٍ
- أَكَّدَ
- أَلْمانِيٌّ
- أَمِيرْكِيّ
- أَمْستِرْدام
- أَنْصارِ
- أَنْطَلْياس
- أَيّام
- أَيْ
- إِسْرائِيلُ
- إِسْلامِيّاً
- إِلْيُوشِن
- إِنْكا
- إِيران
- إِيرانِيّ
- إِيرانِيٍّ
- الأَمِيرْكِيّ
- الأَمِيرْكِيَّة
- الأَمِيرْكِيُّ
- الأَمِينُ
- الإِسْرائِيلِيَّةِ
- الإِسْرائِيلِيِّ
- الإِسْكَنْدَرِيَّة
- الإِيرانِيَّة
- الاِتِّفاقُ
- الاِتِّفاقِ
- الاِثْنَيْنِ
- الاِسْتِثْماراتِ
- الاِشْتِباكاتِ
- البَرازِيلِ
- البِرِيطانِيُّ
- التَحَرُّكُ
- التَعادُل
- التَعاوُنِ
- التُرْكِيَّةُ
- التُرْكِيِّ
- الثُلَثاءِ
- الجَزائِرُ
- الجُمْعَةِ
- الحازمية
- الحَرْبِ
- الحُدُودِ
- الخَسارَةِ
- الرَئِيسِيُّ
- الرُوسِيَّةِ
- الرُوسِيُّ
- السَبْتِ
- السَعُودِيِّ
- السُورِيَّةُ
- السُورِيَّةِ
- السُورِيِّ
- الشَرِيف
- الصَلِيبُ
- الصِراعِ
- الصِينِ
- الطِبِّيَّةِ
- العامِ
- العَصْر
- العَلاقاتُ
- العَلاقاتِ
- العَلاقَةِ
- العِراقِيَّةِ
- العِراقِيِّ
- الفَيُّوم
- الفِلَسْطِينِيَّةِ
- الفِلَسْطِينِيِّ
- القاهِرَة
- القاهِرَةُ
- القَرْنَيْنِ
- الكريمات
- الكُونْكاكاف
- اللَجْنَةِ
- اللُبْنانِيَّةِ
- اللُبْنانِيِّ
- اللِيبِيَّةِ
- الماشِطَة
- المَسِيحِيَّةِ
- المُبادَرَةِ
- المُثَلَّثِ
- المُنْشَآتِ
- المِصْرِيَّةِ
- المِصْرِيِّ
- اِتِّفاقٌ
- باخ
- باريزو
- بارييس
- بارِيس
- برُوتُوكُولٍ
- بَحْرَيْنِيّ
- بُورْسَعِيد
- بِ
- بِي
- بِيجان
- تاس
- تَجَمُّعُ
- تَحَفُّظٌ
- تَعادُلٍ
- تَقَدَّمَت
- تُرْكِيَّةٌ
- جامُو
- جومى
- جَمِيعِ
- جَوْهَرِيّاً
- حَرَكَةِ
- حَسَبَ
- حَلايِب
- حِزْبِ
- حِوارَ
- خَسارَةٍ
- خَسارَةَ
- خُطَّةٌ
- خِلافٍ
- داز
- دوكلاند
- دِرْغام
- دِي
- رَفَضَت
- زَنْغانَة
- زَنْقانَة
- ستُوكْهُولم
- سريناجار
- سكُود
- سَنَوِيّاً
- سُورِيٍّ
- شارُون
- شلاتِين
- شَرِكَةِ
- شِهاب
- ص
- صارُوخَ
- صارُوخِ
- صَلاح
- صِفْر
- طَرِيقِ
- عَبّاس
- عَقِيدَةِ
- عَن
- عِراقِيٌّ
- عِراقِيَّةٌ
- غرونو
- غُورْنُو
- فازَ
- فَرَنْسِيٌّ
- فَوْز
- فَوْزٍ
- فِكْرِيّاً
- فِي
- قَسّام
- قَطَرِ
- قَطَرِيّ
- كُتْلَةُ
- كُول
- كِتاب
- لَنْدَن
- لَيْلَ
- لِ
- لٰكِنَّ
- مايى
- مَسِيحِيّاً
- مَشْرُوعِ
- مُؤْتَمَراً
- مُبادَرَةِ
- مُبارَك
- مُحادَثاتُ
- مُحَمَّد
- مُونْدِيال
- مِئَةُ
- مِصْر
- مِصْرِيٍّ
- مِلْيُونَ
- نائِبُ
- نون
- نَظْمُ
- نَمْدار
- نُورِد
- واوروس
- وَ
- وَزِيرَ
- يابانِيٌّ
- يواتش
- يوينغ
. .
. 16
. 1967
. «
. آي
. أَ
. أَسْماءً
. أَعْلَنَت
. أَي
. إِل
. إِم
. إِنَّ
. ا
. الآخَرَ
. الأَبْعَد
. الإِرْهابَ
. الإِسْرائِيلِيَّةِ
. الإِسْرائِيلِيِّ
. البِلادِ
. الثانِيَةِ
. الحُكُوماتِ
. السُلْطَةُ
. السِتِّيناتِ
. السِياسِيَّةِ
. العامِ
. العَرَبِيَّةِ
. العِراقِيِّ
. القائِمِ
. القَذائِف
. القُدْرَةَ
. الكِبارِ
. المَرْحَلَةِ
. المُباشِرُ
. المُتَّحِدَةِ
. المُواجَهَة
. المِنْطَقَةِ
. ب
. بَعَثَ
. بِي
. ت
. تابَعَ
. تَمَثُّلُ
. تَمَّ
. تُشَكِّلُ
. ثانِي
. ثَلاثَةَ
. ج
. جاءَ
. حَيْثُ
. خَفْضُ
. د
. ذٰلِكَ
. رَجْعِيَّة
. س
. سِي
. صَحِيحَةٍ
. فَ
. ق
. قائِلاً
. قالَ
. قالَت
. قانُونِيَّةٍ
. ك
. ل
. م
. مُحافَظَةً
. مُفْلِسَة
. نا
. نَحْنُ
. ها
. و
. وَ
. يُرَحِّب
. يُعْلِنْ
/ /
/ 1
/ 1.5
/ 10
/ 11
/ 12
/ 13
/ 15
/ 16
/ 16600
/ 180.72
/ 19
/ 1990
/ 1991
/ 1996
/ 1998
/ 2
/ 2000
/ 2001
/ 2002
/ 2003
/ 2004
/ 21
/ 2200
/ 23
/ 25
/ 26
/ 28
/ 29
/ 3
/ 30
/ 350
/ 37
/ 5
/ 500
/ 6
/ 60.24
/ 632
/ 7
/ 853.7
/ 99
/ آبَ
/ آي
/ أَبْرِيل
/ أَجْرَت
/ أَحَرُونُوت
/ أَسُوشِيِتِد
/ أَعْلَنَت
/ أَغُسْطُس
/ أَي
/ أَيّار
/ أَيّارَ
/ أَيْلُول
/ أَيْلُولَ
/ أُسْلُوبِ
/ أُكْتُوبَر
/ أُوبِك
/ إِضافَةٌ
/ إِلَى
/ اشول
/ الأَرْبِعاءَ
/ الأَرْبِعاءِ
/ الاِقْتِصادِ
/ الاِلْتِهاب
/ الثَلاثَةِ
/ الحالِيِّ
/ الخَمِيسَ
/ الخَمِيسِ
/ الخُطُوطُ
/ السارس
/ الشَعْبُ
/ الشَعْبِ
/ الصِينُ
/ الطَبْعَةُ
/ العامِ
/ العَمَلِيّاتُ
/ الماضِي
/ المَعْرُوفِ
/ المَكْتَبِ
/ المُعَسَّلِ
/ المُقْبِلِ
/ اليَوْمَ
/ اليَوْمِ
/ اليَوْمِيَّةُ
/ اليُونِيسِيف
/ اناس
/ اِرْتِفاعِ
/ بيبوساكس
/ بُوسْت
/ بِ
/ بِدايَةِ
/ بِكِينَ
/ تاى
/ تايْمز
/ تخرب
/ تسيتونج
/ تشايناديلى
/ تَفَشِّي
/ تَقْرِيباً
/ تَمُّوز
/ تَمُّوزَ
/ تَنْتَهِي
/ تُحارِبُ
/ تِشْرِين
/ تِشْرِينَ
/ تِكْنُولُوجِيا
/ تِلِغراف
/ جَزِيرَةِ
/ جَنُوبُ
/ حَزِيران
/ حَزِيرانَ
/ حُزَيْرانَ
/ خَرِيطَةِ
/ خَمْسَةُ
/ خُطُوطِ
/ دَيْلِي
/ دِيسَمْبِر
/ ذَكَرَت
/ رَئِيسِ
/ رَسُولُ
/ رُوسِيا
/ سارس
/ سِبْتَمْبَر
/ سِي
/ شانغْهاي
/ شينخوا
/ شَمال
/ شَمالُ
/ شُباطَ
/ عامَ
/ عامَيْ
/ عرض
/ عَن
/ عِلاج
/ فيلت
/ فَتْرَةِ
/ فِبْرايِر
/ فِي
/ قاو
/ قوانغمينغ
/ قوه
/ قِبَلِ
/ قِيمَتُ
/ كاراكول
/ كانُون
/ كوسكو
/ كونا
/ كِيلُو
/ مارِس
/ مايُو
/ مَبْلَغِ
/ مَجْلِسِ
/ مَحَطَّةُ
/ مَرَض
/ مَرَضَ
/ مَرَضِ
/ مَرْكَزِ
/ مَساءَ
/ مَطْلَعِ
/ مَنَحَ
/ مُنْذُ
/ مِائَةِ
/ مِن
/ نهية
/ نُوفِمْبِر
/ نِهايَةُ
/ نِهايَةِ
/ نِيسانَ
/ هاتور
/ هُنا
/ وَ
/ وِكالَةُ
/ وِكالَةِ
/ يَبْدَأُ
/ يَتْبَعُ
/ يَنايِر
/ يَوْمَ
/ يُو
/ يُولِيُو
/ يُونِيُو
0.6 بِ
0.6 تُشَكَّلُ
00 :
01 شُهُورٍ
01 فِي
02 ر
03 :
03 ر
03,50 الساعَةِ
03,50 ت
03,50 غ
04 :
05 11
05 2003
06 :
07 :
08 :
09 :
1 بارِيس
1 بِي
1 ذَهَبِيَّةٍ
1 رَقْمُ
1 فِي
1 مايُو
1 وَ
1,1 بِلْيُونٍ
1,1 فِي
1,1 مُقابِلَ
1,30 الساعَةِ
1,30 تغ
1,5 اِسْتِدانَةِ
1,5 بِلْيُون
1,5 مِلْيُون
1,5 مِن
1.05 اِنْخِفاضِ
1.05 مل
1.12 بِلْيُونَ
1.2 بِناءِ
1.2 مِلْيُون
1.2 مِلْيُونِ
1.3 بِلْيُون
1.3 يَبْلُغُ
1.37 بَيْنَ
1.37 مِلْيُونَ
1.5 بِلْيُونِ
1.5 مِلْيارِ
1.5 وَ
1.78 مِلْيُونٍ
1.78 مِن
1.78 وَ
1.91 كم
1.91 مِساحَةُ
1.91 وَ
10 :
10 آلاف
10 آلافِ
10 أَعْضاءً
10 أَو
10 إِلَى
10 اِجْتِماعاتٍ
10 اِكْتِشافُ
10 بَعْدَ
10 بَلايِينِ
10 بَيْنَ
10 بِ
10 تَضُمُّ
10 تُصْبِحَ
10 ثَوانٍ
10 حالاتِ
10 حَوالَي
10 ر
10 رَصِيدِ
10 سَنَواتٍ
10 عَقَدَت
10 عَناصِرَ
10 فِي
10 قِيمَةٍ
10 مشكلة
10 مَلايِينِ
10 مِن
10 مِيدالِياتٍ
10 نِسْبَةِ
10 نِقاطٍ
10 وَ
10,30 الساعَةِ
10,30 بِ
10,30 ت
10,5 قِيمَةِ
10,5 مِلْيار
10.5 فِي
100 إِلَى
100 بَيْنَ
100 بِ
100 جُنَيْهٍ
100 حَوالَي
100 دَوْلَةٍ
100 راسْمالِ
100 سِباقِ
100 ـ
100 فَقَط
100 قِيمَةِ
100 كُلِّ
100 كِيلُومِترٍ
100 م
100 مِتْرٍ
100 مِلْيُونِ
100 مِن
100 وَ
1000 جُنَيْهٍ
1000 دُولارٍ
1000 سَرِيرٍ
1000 مِن
